Fri Nov 25 2022,7:30p,Portland Trail Blazers,132,New York Knicks,129
Fri Nov 25 2022,8:00p,Sacramento Kings,104,Boston Celtics,122
Fri Nov 25 2022,8:00p,Atlanta Hawks,122,Houston Rockets,128
Fri Nov 25 2022,8:00p,Brooklyn Nets,117,Indiana Pacers,128
Fri Nov 25 2022,8:00p,New Orleans Pelicans,111,Memphis Grizzlies,132
Fri Nov 25 2022,8:00p,Washington Wizards,107,Miami Heat,110
Fri Nov 25 2022,8:00p,Cleveland Cavaliers,102,Milwaukee Bucks,117
Fri Nov 25 2022,8:00p,Chicago Bulls,119,Oklahoma City Thunder,123
Fri Nov 25 2022,8:00p,Los Angeles Lakers,105,San Antonio Spurs,94
Fri Nov 25 2022,9:00p,Detroit Pistons,102,Phoenix Suns,108
Fri Nov 25 2022,10:00p,Utah Jazz,118,Golden State Warriors,129
Fri Nov 25 2022,10:30p,Denver Nuggets,114,Los Angeles Clippers,104
Sat Nov 26 2022,5:00p,Dallas Mavericks,100,Toronto Raptors,105
Sat Nov 26 2022,8:00p,Oklahoma City Thunder,105,Houston Rockets,118
Sat Nov 26 2022,8:00p,Los Angeles Lakers,143,San Antonio Spurs,138
Sat Nov 26 2022,9:00p,Utah Jazz,112,Phoenix Suns,113
Sun Nov 27 2022,3:00p,Portland Trail Blazers,97,Brooklyn Nets,111
Sun Nov 27 2022,3:30p,Golden State Warriors,137,Minnesota Timberwolves,114
Sun Nov 27 2022,4:00p,Indiana Pacers,100,Los Angeles Clippers,114
Sun Nov 27 2022,5:00p,Miami Heat,106,Atlanta Hawks,98
Sun Nov 27 2022,6:00p,Washington Wizards,121,Boston Celtics,130
Sun Nov 27 2022,6:00p,Cleveland Cavaliers,102,Detroit Pistons,94
Sun Nov 27 2022,6:00p,Memphis Grizzlies,127,New York Knicks,123
Sun Nov 27 2022,6:00p,Philadelphia 76ers,133,Orlando Magic,103
Sun Nov 27 2022,8:00p,Dallas Mavericks,115,Milwaukee Bucks,124
Mon Nov 28 2022,7:00p,Atlanta Hawks,101,Philadelphia 76ers,104
Mon Nov 28 2022,7:00p,Minnesota Timberwolves,127,Washington Wizards,142
Mon Nov 28 2022,7:30p,Charlotte Hornets,105,Boston Celtics,140
Mon Nov 28 2022,7:30p,Orlando Magic,102,Brooklyn Nets,109
Mon Nov 28 2022,7:30p,Cleveland Cavaliers,88,Toronto Raptors,100
Mon Nov 28 2022,8:00p,Oklahoma City Thunder,101,New Orleans Pelicans,105
Mon Nov 28 2022,9:00p,Houston Rockets,113,Denver Nuggets,129
Mon Nov 28 2022,9:00p,Chicago Bulls,114,Utah Jazz,107
Mon Nov 28 2022,10:00p,Phoenix Suns,122,Sacramento Kings,117
